sku_id,name,category,unit_cost,lead_time_days,lead_time_std_days,service_level,current_stock,month,quantity
SKU-002,멸균 주사기,검사소모품,37.4,42.96,11.09,0.99,44,2025-08-01,382
SKU-002,멸균 주사기,검사소모품,37.4,42.96,11.09,0.99,44,2025-09-01,361
SKU-002,멸균 주사기,검사소모품,37.4,42.96,11.09,0.99,44,2025-10-01,427
SKU-002,멸균 주사기,검사소모품,37.4,42.96,11.09,0.99,44,2025-11-01,479
SKU-002,멸균 주사기,검사소모품,37.4,42.96,11.09,0.99,44,2025-12-01,749
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2024-01-01,315
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2024-02-01,697
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2024-03-01,585
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2024-04-01,0
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2024-05-01,434
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2024-06-01,400
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2024-07-01,773
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2024-08-01,2046
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2024-09-01,0
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2024-10-01,911
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2024-11-01,0
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2024-12-01,225
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2025-01-01,320
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2025-02-01,113
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2025-03-01,0
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2025-04-01,455
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2025-05-01,819
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2025-06-01,60
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2025-07-01,0
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2025-08-01,420
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2025-09-01,125
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2025-10-01,559
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2025-11-01,0
SKU-003,수술용 드레이프,감염관리,117.7,41.17,10.42,0.99,14,2025-12-01,942
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2024-01-01,177
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2024-02-01,185
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2024-03-01,166
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2024-04-01,170
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2024-05-01,168
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2024-06-01,130
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2024-07-01,170
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2024-08-01,177
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2024-09-01,175
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2024-10-01,168
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2024-11-01,176
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2024-12-01,174
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2025-01-01,167
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2025-02-01,188
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2025-03-01,165
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2025-04-01,159
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2025-05-01,164
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2025-06-01,163
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2025-07-01,155
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2025-08-01,181
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2025-09-01,155
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2025-10-01,162
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2025-11-01,167
SKU-004,초음파 진단 젤,수술소모품,149.6,45.72,10.16,0.99,15,2025-12-01,187
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2024-01-01,1685
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2024-02-01,1230
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2024-03-01,1500
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2024-04-01,1117
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2024-05-01,781
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2024-06-01,519
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2024-07-01,682
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2024-08-01,901
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2024-09-01,1349
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2024-10-01,1119
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2024-11-01,1510
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2024-12-01,1407
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2025-01-01,1754
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2025-02-01,1283
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2025-03-01,1063
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2025-04-01,1200
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2025-05-01,1262
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2025-06-01,476
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2025-07-01,414
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2025-08-01,871
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2025-09-01,847
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2025-10-01,1296
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2025-11-01,1562
SKU-005,혈당 시험지,튜브·라인,22.0,44.94,10.44,0.99,152,2025-12-01,1473
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2024-01-01,2147
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2024-02-01,874
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2024-03-01,772
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2024-04-01,365
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2024-05-01,1816
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2024-06-01,390
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2024-07-01,0
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2024-08-01,1209
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2024-09-01,626
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2024-10-01,0
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2024-11-01,326
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2024-12-01,0
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2025-01-01,0
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2025-02-01,365
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2025-03-01,1519
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2025-04-01,2046
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2025-05-01,0
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2025-06-01,740
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2025-07-01,0
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2025-08-01,0
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2025-09-01,804
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2025-10-01,0
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2025-11-01,0
SKU-006,일회용 산소 마스크,멸균소모품,28.6,45.47,10.03,0.99,77,2025-12-01,2548
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2024-01-01,463
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2024-02-01,422
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2024-03-01,458
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2024-04-01,424
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2024-05-01,438
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2024-06-01,418
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2024-07-01,487
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2024-08-01,456
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2024-09-01,478
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2024-10-01,452
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2024-11-01,474
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2024-12-01,445
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2025-01-01,467
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2025-02-01,440
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2025-03-01,494
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2025-04-01,435
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2025-05-01,446
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2025-06-01,448
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2025-07-01,510
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2025-08-01,478
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2025-09-01,468
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2025-10-01,438
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2025-11-01,417
SKU-007,멸균 거즈 패드,검사소모품,63.8,40.57,8.78,0.99,49,2025-12-01,469
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2024-01-01,193
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2024-02-01,162
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2024-03-01,118
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2024-04-01,68
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2024-05-01,151
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2024-06-01,161
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2024-07-01,208
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2024-08-01,251
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2024-09-01,321
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2024-10-01,297
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2024-11-01,355
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2024-12-01,263
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2025-01-01,218
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2025-02-01,172
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2025-03-01,128
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2025-04-01,137
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2025-05-01,85
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2025-06-01,198
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2025-07-01,226
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2025-08-01,274
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2025-09-01,322
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2025-10-01,314
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2025-11-01,292
SKU-008,IV 카테터,감염관리,121.0,49.03,10.29,0.99,14,2025-12-01,233
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2024-01-01,1369
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2024-02-01,0
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2024-03-01,223
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2024-04-01,232
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2024-05-01,353
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2024-06-01,180
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2024-07-01,0
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2024-08-01,195
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2024-09-01,0
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2024-10-01,0
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2024-11-01,225
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2024-12-01,35
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2025-01-01,766
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2025-02-01,341
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2025-03-01,257
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2025-04-01,485
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2025-05-01,0
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2025-06-01,0
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2025-07-01,233
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2025-08-01,258
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2025-09-01,262
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2025-10-01,0
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2025-11-01,0
SKU-009,검체 채취 튜브,수술소모품,89.1,45.28,10.48,0.99,21,2025-12-01,0
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2024-01-01,228
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2024-02-01,233
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2024-03-01,250
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2024-04-01,212
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2024-05-01,240
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2024-06-01,205
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2024-07-01,224
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2024-08-01,256
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2024-09-01,213
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2024-10-01,213
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2024-11-01,199
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2024-12-01,221
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2025-01-01,258
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2025-02-01,228
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2025-03-01,230
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2025-04-01,225
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2025-05-01,234
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2025-06-01,206
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2025-07-01,247
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2025-08-01,242
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2025-09-01,223
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2025-10-01,208
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2025-11-01,241
SKU-010,수액 세트,튜브·라인,114.4,44.57,11.25,0.99,30,2025-12-01,244
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2024-01-01,33
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2024-02-01,34
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2024-03-01,28
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2024-04-01,30
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2024-05-01,32
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2024-06-01,31
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2024-07-01,30
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2024-08-01,30
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2024-09-01,30
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2024-10-01,32
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2024-11-01,29
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2024-12-01,31
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2025-01-01,30
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2025-02-01,32
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2025-03-01,30
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2025-04-01,33
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2025-05-01,29
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2025-06-01,33
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2025-07-01,31
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2025-08-01,29
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2025-09-01,28
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2025-10-01,30
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2025-11-01,31
SKU-011,의료용 알코올 솜,멸균소모품,158.4,40.34,10.64,0.99,3,2025-12-01,34
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2024-01-01,38
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2024-02-01,48
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2024-03-01,54
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2024-04-01,59
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2024-05-01,50
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2024-06-01,38
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2024-07-01,24
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2024-08-01,30
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2024-09-01,26
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2024-10-01,21
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2024-11-01,32
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2024-12-01,32
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2025-01-01,49
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2025-02-01,52
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2025-03-01,62
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2025-04-01,46
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2025-05-01,54
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2025-06-01,37
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2025-07-01,29
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2025-08-01,24
SKU-012,멸균 봉합사,검사소모품,133.1,43.66,9.9,0.99,4,2025-09-01,20
